code,meaning,candidate_origins,suggested_atom_ids,suggested_atom_names,suggestion_scores
M10.349,"Gout due to renal impairment, unspecified hand",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.351,"Gout due to renal impairment, right hip",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.352,"Gout due to renal impairment, left hip",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.359,"Gout due to renal impairment, unspecified hip",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.369,"Gout due to renal impairment, unspecified knee",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.38,"Gout due to renal impairment, vertebrae",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M14.611,"Charcot's joint, right shoulder",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.612,"Charcot's joint, left shoulder",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.619,"Charcot's joint, unspecified shoulder",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.621,"Charcot's joint, right elbow",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.622,"Charcot's joint, left elbow",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.629,"Charcot's joint, unspecified elbow",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.631,"Charcot's joint, right wrist",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.632,"Charcot's joint, left wrist",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.639,"Charcot's joint, unspecified wrist",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.641,"Charcot's joint, right hand",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.642,"Charcot's joint, left hand",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.649,"Charcot's joint, unspecified hand",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.651,"Charcot's joint, right hip",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.652,"Charcot's joint, left hip",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.659,"Charcot's joint, unspecified hip",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.661,"Charcot's joint, right knee",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.669,"Charcot's joint, unspecified knee",CONFIGURED_ICD_CATEGORY,charcot_arthropathy,charcot arthropathy,"charcot_arthropathy:4.0(same_icd_category;tokens=charcot,joint)"
M14.871,"Arthropathies in other specified diseases classified elsewhere, right ankle and foot",CONFIGURED_ICD_CATEGORY,charcot_arthropathy | plantar_ulcer | trophic_change,charcot arthropathy | plantar ulcer | trophic change,charcot_arthropathy:3.0(same_icd_category;tokens=foot) | plantar_ulcer:3.0(same_icd_category;tokens=foot) | trophic_change:3.0(same_icd_category;tokens=foot)
M14.872,"Arthropathies in other specified diseases classified elsewhere, left ankle and foot",CONFIGURED_ICD_CATEGORY,charcot_arthropathy | plantar_ulcer | trophic_change,charcot arthropathy | plantar ulcer | trophic change,charcot_arthropathy:3.0(same_icd_category;tokens=foot) | plantar_ulcer:3.0(same_icd_category;tokens=foot) | trophic_change:3.0(same_icd_category;tokens=foot)
M14.879,"Arthropathies in other specified diseases classified elsewhere, unspecified ankle and foot",CONFIGURED_ICD_CATEGORY,charcot_arthropathy | plantar_ulcer | trophic_change,charcot arthropathy | plantar ulcer | trophic change,charcot_arthropathy:3.0(same_icd_category;tokens=foot) | plantar_ulcer:3.0(same_icd_category;tokens=foot) | trophic_change:3.0(same_icd_category;tokens=foot)
M1A.3110,"Chronic gout due to renal impairment, right shoulder, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3111,"Chronic gout due to renal impairment, right shoulder, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3120,"Chronic gout due to renal impairment, left shoulder, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3121,"Chronic gout due to renal impairment, left shoulder, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3190,"Chronic gout due to renal impairment, unspecified shoulder, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3191,"Chronic gout due to renal impairment, unspecified shoulder, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3210,"Chronic gout due to renal impairment, right elbow, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3211,"Chronic gout due to renal impairment, right elbow, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3290,"Chronic gout due to renal impairment, unspecified elbow, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3291,"Chronic gout due to renal impairment, unspecified elbow, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3311,"Chronic gout due to renal impairment, right wrist, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3320,"Chronic gout due to renal impairment, left wrist, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3321,"Chronic gout due to renal impairment, left wrist, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3390,"Chronic gout due to renal impairment, unspecified wrist, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3391,"Chronic gout due to renal impairment, unspecified wrist, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3420,"Chronic gout due to renal impairment, left hand, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3421,"Chronic gout due to renal impairment, left hand, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3510,"Chronic gout due to renal impairment, right hip, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3511,"Chronic gout due to renal impairment, right hip, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3520,"Chronic gout due to renal impairment, left hip, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3521,"Chronic gout due to renal impairment, left hip, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3590,"Chronic gout due to renal impairment, unspecified hip, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3591,"Chronic gout due to renal impairment, unspecified hip, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3611,"Chronic gout due to renal impairment, right knee, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3621,"Chronic gout due to renal impairment, left knee, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3690,"Chronic gout due to renal impairment, unspecified knee, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.3691,"Chronic gout due to renal impairment, unspecified knee, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.38X0,"Chronic gout due to renal impairment, vertebrae, without tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M1A.38X1,"Chronic gout due to renal impairment, vertebrae, with tophus (tophi)",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)"
M35.0A,Sjogren syndrome with glomerular disease,CONFIGURED_ICD_CATEGORY,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren)
M45.1,Ankylosing spondylitis of occipito-atlanto-axial region,ATOM_PHRASE_MATCH,chronic_inflammatory_arthritis,Chronic inflammatory joint disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=ankylos,spondyliti)"
M48.01,"Spinal stenosis, occipito-atlanto-axial region",CONFIGURED_ICD_CATEGORY,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:4.0(same_icd_category;tokens=spinal,stenosi)"
M48.36,"Traumatic spondylopathy, lumbar region",CONFIGURED_ICD_CATEGORY,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar)
M65.00,"Abscess of tendon sheath, unspecified site",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.012,"Abscess of tendon sheath, left shoulder",CONFIGURED_ICD_CATEGORY,biceps_rupture | rotator_cuff | trigger_finger,"Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(same_icd_category;tokens=shoulder)"
M65.019,"Abscess of tendon sheath, unspecified shoulder",CONFIGURED_ICD_CATEGORY,biceps_rupture | rotator_cuff | trigger_finger,"Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(same_icd_category;tokens=shoulder)"
M65.021,"Abscess of tendon sheath, right upper arm",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.029,"Abscess of tendon sheath, unspecified upper arm",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.039,"Abscess of tendon sheath, unspecified forearm",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.049,"Abscess of tendon sheath, unspecified hand",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.051,"Abscess of tendon sheath, right thigh",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.059,"Abscess of tendon sheath, unspecified thigh",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.069,"Abscess of tendon sheath, unspecified lower leg",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.071,"Abscess of tendon sheath, right ankle and foot",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.079,"Abscess of tendon sheath, unspecified ankle and foot",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.08,"Abscess of tendon sheath, other site",CONFIGURED_ICD_CATEGORY,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)"
M65.111,"Other infective (teno)synovitis, right shoulder",CONFIGURED_ICD_CATEGORY,rotator_cuff,Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder)
M65.112,"Other infective (teno)synovitis, left shoulder",CONFIGURED_ICD_CATEGORY,rotator_cuff,Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder)
M65.119,"Other infective (teno)synovitis, unspecified shoulder",CONFIGURED_ICD_CATEGORY,rotator_cuff,Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder)
M65.819,"Other synovitis and tenosynovitis, unspecified shoulder",CONFIGURED_ICD_CATEGORY,rotator_cuff | trigger_finger,Rotator cuff tear / repair | Trigger finger / stenosing tenosynovitis,rotator_cuff:3.0(same_icd_category;tokens=shoulder) | trigger_finger:3.0(same_icd_category;tokens=tenosynoviti)
M65.821,"Other synovitis and tenosynovitis, right upper arm",CONFIGURED_ICD_CATEGORY,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti)
M65.822,"Other synovitis and tenosynovitis, left upper arm",CONFIGURED_ICD_CATEGORY,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti)
M65.829,"Other synovitis and tenosynovitis, unspecified upper arm",CONFIGURED_ICD_CATEGORY,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti)
