code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
R10.A0,"Flank pain, unspecified side",543,117,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=pain),
G90.1,Familial dysautonomia [Riley-Day],1060,116,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,dysautonomia:3.0(same_icd_category;tokens=dysautonomia),
H90.A12,"Conductive hearing loss, unilateral, left ear with restricted hearing on the contralateral side",633,111,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl,Bilateral sensorineural hearing loss disproportionate to age,"age_excessive_snhl:4.0(same_icd_category;tokens=hearing,loss)",
R10.22,Pelvic and perineal pain left side,431,111,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=pain),
Z82.61,Family history of arthritis,636,110,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_adult_onset_neuropathy,Family history of unexplained adult-onset progressive neuropathy,fhx_adult_onset_neuropathy:3.0(same_icd_category;tokens=family),
L97.921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,2001,109,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
K59.9,"Functional intestinal disorder, unspecified",255,108,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,gi_dysmotility,Unexplained gastrointestinal dysmotility,gi_dysmotility:3.0(same_icd_category;tokens=intestinal),
H43.392,"Other vitreous opacities, left eye",345,107,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,vitreous_opacity,vitreous opacity,"vitreous_opacity:9.0(phrase;same_icd_category;tokens=opacity,vitreou)",
H43.811,"Vitreous degeneration, right eye",190,107,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,vitreous_opacity,vitreous opacity,vitreous_opacity:3.0(same_icd_category;tokens=vitreou),
K31.6,Fistula of stomach and duodenum,918,107,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,delayed_gastric_emptying | gastroparesis,Gastroparesis / delayed gastric emptying | delayed gastric emptying,delayed_gastric_emptying:3.0(same_icd_category;tokens=stomach) | gastroparesis:3.0(same_icd_category;tokens=stomach),
M75.52,Bursitis of left shoulder,569,105,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,rotator_cuff | shoulder_disorder,Other shoulder disorder | Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder) | shoulder_disorder:3.0(same_icd_category;tokens=shoulder),
K59.2,"Neurogenic bowel, not elsewhere classified",495,104,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,constipation,constipation,constipation:3.0(same_icd_category;tokens=bowel),
S06.0X9A,"Concussion with loss of consciousness of unspecified duration, initial encounter",518,103,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
E08.10,Diabetes mellitus due to underlying condition with ketoacidosis without coma,1420,102,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
H90.2,"Conductive hearing loss, unspecified",398,102,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl,Bilateral sensorineural hearing loss disproportionate to age,"age_excessive_snhl:4.0(same_icd_category;tokens=hearing,loss)",
Z95.820,Peripheral vascular angioplasty status with implants and grafts,668,102,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,pacemaker_implantation:3.0(same_icd_category;tokens=implant),
L97.911,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,2419,101,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
